mpg,cyl,disp,hp,drat,wt,qsec,vs,am,gear,carb,date_obs
15.046704743519346,6.824734342623227,295.3109155862954,188.52641001959415,4.056769786643108,4.396081407249195,16.629045192248533,0.12279533399717846,0.32333034078707656,4.105859697958103,5.616101878030993,2022-03-15
19.712167797210277,5.967535220508112,259.51122370503265,159.33713657764642,3.3535077985193102,3.670177129091105,16.70999663737192,0.39920235777383006,0.2611684592308492,4.281634324805879,4.078316024270324,2022-03-16
27.41231918388635,3.5463231330292526,39.969641982094856,52.65764636490967,4.040820072048375,1.901600200513812,18.76606416556269,1.2485133850397603,0.8459958958642967,4.052112951532902,1.5224302515831778,2022-03-17
19.058977152234622,5.855288393477207,199.29515010610177,189.46705467059985,3.793239702949247,3.464800354934687,17.85931051294625,0.7502013471016282,0.5250648697503875,3.9297391919189093,4.427654234297114,2022-03-18
18.12155996770923,6.896698860251666,218.48566117828344,131.20581126997172,3.016494331884885,3.757501544350662,18.563080040052963,0.1713127318516114,-0.21923452940220256,3.0329485399458873,2.6488114717733477,2022-03-19
28.296016692456888,3.548635833853437,-5.116049720599307,96.9164667725549,4.360429793357459,0.7606070490939079,18.30552397368953,1.1058241887070868,0.9919835002521115,4.810981407920311,2.7681210685114794,2022-03-20
20.70122686619261,6.058330087589562,199.74796720189633,66.11932113421554,3.3694312558546873,3.4003774978380563,19.045370324930154,0.583147719065472,-0.3776290715960361,2.2977821673432093,0.8939537895392207,2022-03-21
8.308784325924004,8.961304622735996,376.21515727265916,241.73920625813463,2.843133717404599,4.592390392308051,16.951285144367997,-0.49342567495289824,-0.43312212536464056,2.970709027878123,4.44855831372817,2022-03-22
15.38804259201671,7.325510014101024,313.0110892053592,191.6089491820267,2.9643307012123943,4.095986178506256,16.365387072576592,0.06656754250033464,0.46529664408222454,4.528777455260556,5.15326984204499,2022-03-23
20.297081101376627,6.254426157661782,281.96612564511923,180.64088344289604,4.478550905936949,2.977420299568236,17.51893830999503,0.33853181107772046,0.80272017737549,4.347964178174743,2.5394277732704915,2022-03-24
24.479147790968607,4.526089713913679,74.02782853511167,86.95252787442729,4.19532789243926,2.195728443345632,17.53673322413482,0.5746791162137885,1.0915479668395713,4.881167156712635,2.6700943399830597,2022-03-25
23.994779799621753,4.917936877115374,194.92911881774774,108.18714005266635,3.9178411772229653,2.925048254969069,19.82349865602403,0.8416621762303147,0.5215193791368162,3.794924576235502,1.504844214514216,2022-03-26
17.615457356111854,5.005433362385991,186.8788205201037,111.38264127152358,3.603226402536889,4.0845918842096545,20.460266779180998,0.9750689694547824,0.10703602402766088,3.048861631588129,3.227179309599208,2022-03-27
20.73436039335127,7.620382768984815,234.05027011639848,105.02383223084396,3.7109538601841767,2.6879181255238636,15.240043651391659,-0.2458361482098652,0.5646331433163067,3.1803063660579305,2.7026769657327185,2022-03-28
19.29867014838091,8.114478128818135,316.81968289989,142.98535145420186,2.9855110758035632,3.552741600324545,18.861472563719094,0.18601222908658188,-0.46277917195667106,2.1321810898165667,1.544732745953844,2022-03-29
